datetime,original_Latitude,original_Longitude,Date,Time,Latitude,Longitude
2025-12-06 10:46:07,13.01789367,80.24163383,2025-12-06,10:45:58,13.017883641134071,80.24149283329506
2025-12-06 10:46:08,13.01783133,80.2413305,2025-12-06,10:45:59,13.017936973542085,80.24138865250978
2025-12-06 10:46:09,13.01776283,80.24115267,2025-12-06,10:46:00,13.01776976286388,80.24113155347699
2025-12-06 10:46:10,13.01767583,80.24110183,2025-12-06,10:46:01,13.017676524562184,80.24109971446158
2025-12-06 10:46:11,13.0176695,80.2410515,2025-12-06,10:46:02,13.017655974425601,80.24109269700404
2025-12-06 10:46:12,13.01766,80.241154,2025-12-06,10:46:03,13.017677691872008,80.24110011307441
2025-12-06 10:46:13,13.01763283,80.24116233,2025-12-06,10:46:04,13.017655720059569,80.24109261014317
2025-12-06 10:46:14,13.01763467,80.24106633,2025-12-06,10:46:05,13.017629033725358,80.24108349729946
2025-12-06 10:46:15,13.017596,80.2411705,2025-12-06,10:46:06,13.017625014845038,80.24108212493323
2025-12-06 10:46:16,13.01760867,80.2410285,2025-12-06,10:46:07,13.01759448674495,80.24107170020679
2025-12-06 10:46:17,13.01758117,80.24094967,2025-12-06,10:46:08,13.01754648709727,80.24105530930655
2025-12-06 10:46:18,13.01755367,80.240918,2025-12-06,10:46:09,13.017512409873543,80.24104367263371
2025-12-06 10:46:19,13.01752617,80.24084833,2025-12-06,10:46:10,13.017473826065112,80.24103049705838
2025-12-06 10:46:20,13.01754983,80.24093667,2025-12-06,10:46:11,13.01751446867938,80.24104437567357
2025-12-06 10:46:21,13.017614,80.24076483,2025-12-06,10:46:12,13.017521439714963,80.24104675613901
2025-12-06 10:46:22,13.01741433,80.2408965,2025-12-06,10:46:13,13.017390964893673,80.24101324899986
2025-12-06 10:46:23,13.01735983,80.2409145,2025-12-06,10:46:14,13.017342102769733,80.24100307805531
2025-12-06 10:46:24,13.01729167,80.240947,2025-12-06,10:46:15,13.017282912793258,80.240990757311
2025-12-06 10:46:25,13.01732333,80.24075933,2025-12-06,10:46:16,13.01727725014353,80.24098957859718
2025-12-06 10:46:26,13.01723667,80.24083933,2025-12-06,10:46:17,13.017210860281129,80.24097635976048
